"id","example","intent_id"
3672,"शिकायत सेंटर BRPL",86
3673,"कम्प्लेंट सेंटर BRPL",86
3674,"कम्प्लेंट सेंटर्स BRPL",86
3675,"कम्प्लेंट केंद्र BRPL",86
3676,"कम्प्लेंट केन्द्र BRPL",86
3677,"शिकायत कहां करनी है BRPL",86
3678,"शिकायत कैसे करें BRPL",86
3679,"कहां शिकायत दर्ज करें BRPL",86
3680,"कहां शिकायत करनी है BRPL",86
3681,"शिकायत कार्यालय BRPL",86
3682,"कम्प्लेंट ऑफिस BRPL",86
3683,"कम्प्लेंट दर्ज कहां करें BRPL",86
3684,"बिजली शिकायत केंद्र BRPL",86
3685,"बिजली शिकायत केन्द्र BRPL",86
3686,"बिजली शिकायत कार्यालय BRPL",86
3687,"बिजली शिकायत सेंटर BRPL",86
3688,"सहायता शिकायत केंद्र BRPL",86
3689,"सहायता शिकायत केन्द्र BRPL",86
3690,"सपोर्ट शिकायत केंद्र BRPL",86
3691,"सपोर्ट शिकायत केन्द्र BRPL",86
3692,"शिकायत पंजीकरण केंद्र BRPL",86
3693,"शिकायत पंजीकरण केन्द्र BRPL",86
3694,"शिकायत दर्ज करने का केंद्र BRPL",86
3695,"शिकायत दर्ज करने का कार्यालय BRPL",86
3696,"शिकायत सबमिशन केंद्र BRPL",86
3697,"शिकायत सबमिशन कार्यालय BRPL",86
3698,"शिकायत जमा केंद्र BRPL",86
3699,"शिकायत जमा कार्यालय BRPL",86
3700,"सेवा केंद्र शिकायत BRPL",86
3701,"सेवा कार्यालय शिकायत BRPL",86
3702,"ग्राहक सेवा शिकायत केंद्र BRPL",86
3703,"ग्राहक सेवा शिकायत कार्यालय BRPL",86
3704,"मदद शिकायत केंद्र BRPL",86
3705,"मदद शिकायत कार्यालय BRPL",86
3743,"28.6055471,77.3821122 BC BRPL",88
3744,"28.628123,77.214567 BC BRPL",88
3745,"28.554321,77.123456 BC BRPL",88
3746,"28.492017,77.310657 BC BRPL",88
3747,"28.679079,77.069710 BC BRPL",88
3748,"28.621548,77.435122 BC BRPL",88
3749,"28.675432,77.298765 BC BRPL",88
3750,"28.681234,77.398001 BC BRPL",88
3751,"28.601122,77.301345 BC BRPL",88
3752,"28.656789,77.267890 BC BRPL",88
3753,"28.621100,77.287300 BC BRPL",88
3754,"28.642500,77.315000 BC BRPL",88
3755,"28.608912,77.215678 BC BRPL",88
3756,"28.613456,77.289001 BC BRPL",88
3757,"28.609874,77.298456 BC BRPL",88
3758,"28.604321,77.274567 BC BRPL",88
3759,"28.599999,77.233333 BC BRPL",88
3760,"28.612345,77.345678 BC BRPL",88
3761,"28.618765,77.298900 BC BRPL",88
3762,"28.627890,77.301122 BC BRPL",88
3763,"28.631234,77.272233 BC BRPL",88
3764,"28.640123,77.361234 BC BRPL",88
3765,"28.650432,77.391567 BC BRPL",88
3766,"28.659999,77.412345 BC BRPL",88
3767,"28.667891,77.376543 BC BRPL",88
3768,"28.672345,77.334567 BC BRPL",88
3769,"28.684321,77.321111 BC BRPL",88
3770,"28.690987,77.278901 BC BRPL",88
3771,"28.699999,77.267890 BC BRPL",88
3772,"28.710123,77.245678 BC BRPL",88
3773,"28.722345,77.310987 BC BRPL",88
3774,"28.731234,77.356789 BC BRPL",88
3775,"28.6055471,77.3821122 CC BRPL",88
3776,"28.628123,77.214567 CC BRPL",88
3777,"28.554321,77.123456 CC BRPL",88
3778,"28.492017,77.310657 CC BRPL",88
3779,"28.679079,77.069710 CC BRPL",88
3780,"28.621548,77.435122 CC BRPL",88
3781,"28.675432,77.298765 CC BRPL",88
3782,"28.681234,77.398001 CC BRPL",88
3783,"28.601122,77.301345 CC BRPL",88
3784,"28.656789,77.267890 CC BRPL",88
3785,"28.621100,77.287300 CC BRPL",88
3786,"28.642500,77.315000 CC BRPL",88
3787,"28.608912,77.215678 CC BRPL",88
3788,"28.613456,77.289001 CC BRPL",88
3789,"28.609874,77.298456 CC BRPL",88
3790,"28.604321,77.274567 CC BRPL",88
3791,"28.599999,77.233333 CC BRPL",88
3792,"28.612345,77.345678 CC BRPL",88
3793,"28.618765,77.298900 CC BRPL",88
3794,"28.627890,77.301122 CC BRPL",88
3795,"28.631234,77.272233 CC BRPL",88
3796,"28.640123,77.361234 CC BRPL",88
3797,"28.650432,77.391567 CC BRPL",88
3798,"28.659999,77.412345 CC BRPL",88
3799,"28.667891,77.376543 CC BRPL",88
3800,"28.672345,77.334567 CC BRPL",88
3801,"28.684321,77.321111 CC BRPL",88
3802,"28.690987,77.278901 CC BRPL",88
3803,"28.699999,77.267890 CC BRPL",88
3804,"28.710123,77.245678 CC BRPL",88
3805,"28.722345,77.310987 CC BRPL",88
3806,"28.731234,77.356789 CC BRPL",88
3847,"28.735432,77.365432 BC BRPL",88
3848,"28.742210,77.389876 BC BRPL",88
3849,"28.751234,77.325678 BC BRPL",88
3850,"28.763456,77.348900 BC BRPL",88
3851,"28.774321,77.379876 BC BRPL",88
3852,"28.785432,77.356789 BC BRPL",88
3853,"28.792345,77.340987 BC BRPL",88
3854,"28.801234,77.312345 BC BRPL",88
3855,"28.812345,77.298765 BC BRPL",88
3856,"28.824567,77.365432 BC BRPL",88
3857,"28.834567,77.385678 BC BRPL",88
3858,"28.845678,77.375432 BC BRPL",88
3859,"28.852345,77.332345 BC BRPL",88
3860,"28.864321,77.314567 BC BRPL",88
3861,"28.873456,77.298901 BC BRPL",88
3862,"28.882345,77.276543 BC BRPL",88
3863,"28.894567,77.264321 BC BRPL",88
3864,"28.905678,77.251234 BC BRPL",88
3865,"28.915432,77.240987 BC BRPL",88
3866,"28.925678,77.229876 BC BRPL",88
3867,"28.735432,77.365432 CC BRPL",88
3868,"28.742210,77.389876 CC BRPL",88
3869,"28.751234,77.325678 CC BRPL",88
3870,"28.763456,77.348900 CC BRPL",88
3871,"28.774321,77.379876 CC BRPL",88
3872,"28.785432,77.356789 CC BRPL",88
3873,"28.792345,77.340987 CC BRPL",88
3874,"28.801234,77.312345 CC BRPL",88
3875,"28.812345,77.298765 CC BRPL",88
3876,"28.824567,77.365432 CC BRPL",88
3877,"28.834567,77.385678 CC BRPL",88
3878,"28.845678,77.375432 CC BRPL",88
3879,"28.852345,77.332345 CC BRPL",88
3880,"28.864321,77.314567 CC BRPL",88
3881,"28.873456,77.298901 CC BRPL",88
3882,"28.882345,77.276543 CC BRPL",88
3883,"28.894567,77.264321 CC BRPL",88
3884,"28.905678,77.251234 CC BRPL",88
3885,"28.915432,77.240987 CC BRPL",88
3886,"28.925678,77.229876 CC BRPL",88
3887,"19.076090,72.877426 BC BRPL",88
3888,"12.971599,77.594566 BC BRPL",88
3889,"22.572645,88.363892 BC BRPL",88
3890,"13.082680,80.270721 BC BRPL",88
3891,"17.385044,78.486671 BC BRPL",88
3892,"26.912434,75.787270 BC BRPL",88
3893,"23.022505,72.571365 BC BRPL",88
3894,"11.016844,76.955833 BC BRPL",88
3895,"21.145800,79.088158 BC BRPL",88
3896,"28.704060,77.102493 BC BRPL",88
3897,"15.299326,74.123996 BC BRPL",88
3898,"25.594095,85.137566 BC BRPL",88
3899,"32.726602,74.857026 BC BRPL",88
3900,"9.925201,78.119774 BC BRPL",88
3901,"31.104815,77.173401 BC BRPL",88
3902,"20.296059,85.824539 BC BRPL",88
3903,"22.719568,75.857727 BC BRPL",88
3904,"8.524139,76.936638 BC BRPL",88
3905,"27.176670,78.008072 BC BRPL",88
3906,"19.997454,73.789803 CC BRPL",88
3907,"12.914142,74.855957 CC BRPL",88
3908,"26.449923,80.331871 CC BRPL",88
3909,"30.733315,76.779419 CC BRPL",88
3910,"22.307159,73.181221 CC BRPL",88
3911,"34.152588,77.577049 CC BRPL",88
3912,"10.850516,76.271080 CC BRPL",88
3913,"18.520430,73.856743 CC BRPL",88
3914,"24.585445,73.712479 CC BRPL",88
3915,"27.023804,74.217934 CC BRPL",88
3916,"25.317645,82.973915 CC BRPL",88
3917,"29.945690,78.164246 CC BRPL",88
3918,"31.326015,75.576180 CC BRPL",88
3919,"28.984462,77.706413 CC BRPL",88
3920,"27.897394,78.088013 CC BRPL",88
3921,"21.251385,81.629639 CC BRPL",88
3922,"9.931233,76.267303 CC BRPL",88
3923,"23.344099,85.309563 CC BRPL",88
3924,"26.218287,78.182831 CC BRPL",88
3925,"30.157459,77.302490 CC BRPL",88
3926,"28.6139,77.2090 BC BRPL",88
3927,"19.0760,72.8777 BC BRPL",88
3928,"13.0827,80.2707 BC BRPL",88
3929,"22.5726,88.3639 BC BRPL",88
3930,"17.3850,78.4867 BC BRPL",88
3931,"26.9124,75.7873 BC BRPL",88
3932,"23.0225,72.5714 BC BRPL",88
3933,"11.0168,76.9558 BC BRPL",88
3934,"21.1702,72.8311 BC BRPL",88
3935,"25.5941,85.1376 BC BRPL",88
3936,"32.7266,74.8570 BC BRPL",88
3937,"20.5937,78.9629 BC BRPL",88
3938,"31.3260,75.5762 BC BRPL",88
3939,"24.5854,73.7125 BC BRPL",88
3940,"15.2993,74.1240 BC BRPL",88
3941,"26.4499,80.3319 BC BRPL",88
3943,"22.3072,73.1812 BC BRPL",88
3944,"34.1526,77.5770 BC BRPL",88
3945,"27.1767,78.0081 BC BRPL",88
3946,"28.6139,77.2090 CC BRPL",88
3947,"19.0760,72.8777 CC BRPL",88
3948,"13.0827,80.2707 CC BRPL",88
3949,"22.5726,88.3639 CC BRPL",88
3950,"17.3850,78.4867 CC BRPL",88
3951,"26.9124,75.7873 CC BRPL",88
3952,"23.0225,72.5714 CC BRPL",88
3953,"11.0168,76.9558 CC BRPL",88
3954,"21.1702,72.8311 CC BRPL",88
3955,"25.5941,85.1376 CC BRPL",88
3956,"32.7266,74.8570 CC BRPL",88
3957,"20.5937,78.9629 CC BRPL",88
3958,"31.3260,75.5762 CC BRPL",88
3960,"15.2993,74.1240 CC BRPL",88
3961,"26.4499,80.3319 CC BRPL",88
3962,"30.7333,76.7794 CC BRPL",88
3963,"22.3072,73.1812 CC BRPL",88
3964,"34.1526,77.5770 CC BRPL",88
3965,"27.1767,78.0081 CC BRPL",88
3966,"28.6139,77.2090 bc BRPL",88
3967,"19.0760,72.8777 cc BRPL",88
3968,"13.0827,80.2707 Bc BRPL",88
3969,"22.5726,88.3639 Cc BRPL",88
3970,"17.3850,78.4867   BC BRPL",88
3971,"26.9124 , 75.7873 CC BRPL",88
3972,"23.0225 ,72.5714 bc BRPL",88
3973,"11.0168, 76.9558 cc BRPL",88
3974,"21.1702 , 72.8311   BC BRPL",88
3975,"25.5941, 85.1376 CC BRPL",88
3976,"32.7266 ,74.8570 bc BRPL",88
3977,"20.5937 ,78.9629 cc BRPL",88
3978,"31.3260, 75.5762   BC BRPL",88
3979,"24.5854,73.7125 CC BRPL",88
3980,"15.2993 , 74.1240 bc BRPL",88
3981,"26.4499 , 80.3319 cc BRPL",88
3982,"30.7333,76.7794 BC BRPL",88
3983,"22.3072 ,73.1812 CC BRPL",88
3984,"34.1526 ,77.5770 bc BRPL",88
3985,"27.1767 ,78.0081 cc BRPL",88
3986,"28.7041,77.1025 BC BRPL",88
3987,"18.5204,73.8567 BC BRPL",88
3988,"12.9141,74.8560 CC BRPL",88
3989,"26.2183,78.1828 CC BRPL",88
3990,"21.2514,81.6296 BC BRPL",88
3991,"9.9312,76.2673 BC BRPL",88
3992,"23.3441,85.3096 CC BRPL",88
3993,"29.9457,78.1642 CC BRPL",88
3994,"27.8974,78.0880 BC BRPL",88
3995,"28.9845,77.7064 BC BRPL",88
3996,"9.9252,78.1198 CC BRPL",88
3997,"31.1048,77.1734 CC BRPL",88
3998,"20.2961,85.8245 BC BRPL",88
3999,"22.7196,75.8577 BC BRPL",88
4000,"8.5241,76.9366 CC BRPL",88
4219,"Opt for e-bill BRPL",90
4220,"Opt For E-Bill BRPL",90
4221,"opt for e-bill BRPL",90
4222,"Opt For e-bill BRPL",90
4223,"Opt for E-bill BRPL",90
4224,"opt for E-Bill BRPL",90
4225,"I want e-bill BRPL",90
4226,"Please send e-bill BRPL",90
4227,"Activate e-bill BRPL",90
4228,"Switch to e-bill BRPL",90
4229,"Subscribe to e-bill BRPL",90
4230,"I prefer e-bill BRPL",90
4231,"Paperless bill BRPL",90
4232,"Send my bill via email BRPL",90
4233,"Email bill only BRPL",90
4234,"Stop paper bill, send e-bill BRPL",90
4235,"Want only e-bill BRPL",90
4236,"Register me for e-bill BRPL",90
4237,"Turn on e-bill BRPL",90
4238,"Enroll me in e-bill BRPL",90
4239,"i want to opt for paper less bill BRPL",90
4240,"paper less bill opt in BRPL",90
4241,"Opt In For Paper Less Bill BRPL",90
4242,"how can I get paper less bill BRPL",90
4244,"Paperless Bill BRPL",90
4271,"ई-बिल के लिए चुनें BRPL",92
4272,"ई-बिल का विकल्प चुनें BRPL",92
4273,"ई-बिल लेना है BRPL",92
4274,"ई-बिल चाहिए BRPL",92
4275,"मुझे ई-बिल चाहिए BRPL",92
4276,"कृपया ई-बिल भेजें BRPL",92
4277,"ई-बिल सक्रिय करें BRPL",92
4278,"मैं ई-बिल चाहता हूँ BRPL",92
4280,"डिजिटल बिल चाहिए BRPL",92
4281,"कागज़ का बिल बंद करें, ई-बिल भेजें BRPL",92
4282,"केवल ई-बिल चाहिए BRPL",92
4283,"ईमेल से बिल भेजें BRPL",92
4284,"ई-बिल सेवा शुरू करें BRPL",92
4285,"मुझे सिर्फ ई-बिल भेजें BRPL",92
4286,"ई-बिल चालू करें BRPL",92
4287,"ई-बिल पर स्विच करें BRPL",92
4288,"मुझे पेपरलेस बिल चाहिए BRPL",92
4289,"ई-बिल विकल्प सक्रिय करें BRPL",92
4290,"बिल ऑनलाइन भेजें BRPL",92
4291,"मैं पेपरलेस बिल लेना चाहता हूँ BRPL",92
4292,"पेपरलेस बिल के लिए ऑप्ट-इन करें BRPL",92
4293,"पेपरलेस बिल के लिए पंजीकरण करें BRPL",92
4294,"मैं पेपरलेस बिल कैसे प्राप्त कर सकता हूँ BRPL",92
4295,"पेपरलेस बिल BRPL",92
4296,"पेपरलेस बिल चाहिए BRPL",92
4333,"email verified BRPL",94
4335,"Email verified BRPL",94
4336,"email Verified BRPL",94
4337,"VERIFIED EMAIL BRPL",94
4338,"verified email BRPL",94
4339,"EMAIL VERIFIED BRPL",94
4340,"Email vERIFIED BRPL",94
4359,"Yes, agree BRPL",96
4360,"yes, agree BRPL",96
4361,"YES, AGREE BRPL",96
4362,"yES, agree BRPL",96
4363,"Yes please BRPL",96
4364,"Ok yes BRPL",96
4365,"Sure, agree BRPL",96
4366,"Yes, confirmed BRPL",96
4367,"Yes, go ahead BRPL",96
4368,"Agreed BRPL",96
4369,"Yup, agree BRPL",96
4370,"Absolutely yes BRPL",96
4383,"No, disagree BRPL",98
4384,"no, disagree BRPL",98
4385,"NO, DISAGREE BRPL",98
4386,"nO, Disgree BRPL",98
4387,"I do not want BRPL",98
4388,"don't send BRPL",98
4389,"stop BRPL",98
4390,"opt out BRPL",98
4391,"remove BRPL",98
4392,"cancel BRPL",98
4393,"not interested BRPL",98
4394,"reject BRPL",98
4407,"No, Update Email ID BRPL",100
4408,"no, update email id BRPL",100
4409,"NO, UPDATE EMAIL ID BRPL",100
4410,"nO, Udapte Email id BRPL",100
4411,"No, please update my email ID BRPL",100
4412,"no, change my email BRPL",100
4413,"No, correct my email BRPL",100
4414,"No, update my registered email BRPL",100
4415,"Not now, update email BRPL",100
4416,"No, but update email BRPL",100
4417,"No, modify my email BRPL",100
4418,"No, update email information BRPL",100
4431,"नहीं, ईमेल अपडेट करें BRPL",102
4432,"नहीं, ईमेल अपडेट BRPL",102
4433,"नहीं, ईमेल बदलें BRPL",102
4434,"नहीं, ईमेल संशोधित करें BRPL",102
4435,"नहीं, नया ईमेल जोड़ें BRPL",102
4436,"नहीं, ईमेल आईडी बदलें BRPL",102
4437,"नहीं, ईमेल एड्रेस बदलें BRPL",102
4438,"नहीं, ईमेल आईडी अपडेट करें BRPL",102
4439,"नहीं, नया ईमेल अपडेट करें BRPL",102
4440,"नहीं, ईमेल एड्रेस संशोधित करें BRPL",102
4441,"नहीं, ईमेल जानकारी बदलें BRPL",102
4442,"नहीं, मेरी ईमेल अपडेट करें BRPL",102
4443,"नहीं, ईमेल पता बदलें BRPL",102
4457,"हाँ, सहमत BRPL",104
4458,"हाँ, मैं सहमत हूँ BRPL",104
4459,"हां, ई-बिल के लिए सहमत हूँ BRPL",104
4460,"हाँ, मैं ई-बिल लेने के लिए तैयार हूँ BRPL",104
4461,"हाँ, BRPL",104
4462,"हां, ठीक है BRPL",104
4463,"जी हां, BRPL",104
4464,"जी हाँ, मैं तैयार हूँ BRPL",104
4473,"नहीं, असहमति BRPL",106
4474,"नही, असहमति BRPL",106
4475,"नहीं चाहिए BRPL",106
4476,"नहीं, धन्यवाद BRPL",106
4477,"नहीं करना BRPL",106
4478,"नहीं, ज़रूरत नहीं BRPL",106
4479,"नहीं, छोड़ दें BRPL",106
4480,"बिल्कुल नहीं BRPL",106
4481,"नहीं चाहिए ई-बिल BRPL",106
4482,"नहीं, पेपर बिल चाहिए BRPL",106
4493,"Complaint Status (NCC) BRPL",108
4494,"Complaint status (NCC) BRPL",108
4495,"complaint Status (NCC) BRPL",108
4496,"Complaint Status (ncc) BRPL",108
4497,"Complaint Status BRPL",108
4498,"Complaint status BRPL",108
4499,"complaint Status BRPL",108
4501,"Check my complaint status BRPL",108
4503,"What is my complaint status BRPL",108
4504,"Show complaint status BRPL",108
4505,"Track complaint status BRPL",108
4506,"Tell me my complaint status BRPL",108
4507,"View complaint status BRPL",108
4508,"Track my complaint (NCC) BRPL",108
4509,"Get complaint status BRPL",108
4510,"Provide complaint status of my complaint registered regarding street light not yet tagged in my bill BRPL",108
4511,"i want to know my raised compliant status BRPL",108
4512,"complaint_status BRPL",108
4513,"want to know my complaint status BRPL",108
4514,"Complain status BRPL",108
4515,"Need Complaint status BRPL",108
4516,"how to check my complaint status BRPL",108
4517,"could you please help me to know about complaint status BRPL",108
4518,"Intimate me complaint status of street light complaint BRPL",108
4519,"I want to know the status of my complains BRPL",108
4520,"what is the status of my complaint BRPL",108
4521,"have my complain been worked on BRPL",108
4522,"Status of my complaint BRPL",108
4523,"what is my complaint status BRPL",108
4525,"Want to check the complaint status regarding the bill BRPL",108
4526,"How to check my complaint status BRPL",108
4527,"how to know my complaint status BRPL",108
4528,"How can I get my complaint status BRPL",108
4530,"do you receive my complains BRPL",108
4531,"meri complaint ka kya hua BRPL",108
4532,"Can you tell me the status of My complaint BRPL",108
4533,"I want to know the status of my complaint BRPL",108
4534,"Complaint status about wires are faulty BRPL",108
4535,"what's my complain status BRPL",108
4536,"complaint status BRPL",108
4537,"How do I check the status for my no current complaint? BRPL",108
4538,"May I know the status of my bill complaint BRPL",108
4539,"Get complaint details BRPL",108
4540,"have my complain been received BRPL",108
4589,"शिकायत की स्थिति (NCC) BRPL",110
4590,"शिकायत स्थिति (NCC) BRPL",110
4592,"शिकायत स्थिति BRPL",110
4593,"मेरी शिकायत की स्थिति बताएं BRPL",110
4594,"शिकायत की जानकारी दें BRPL",110
4595,"शिकायत का हाल बताएं BRPL",110
4596,"शिकायत का स्टेटस दिखाएं BRPL",110
4597,"शिकायत ट्रैक करें BRPL",110
4598,"मेरी शिकायत की जानकारी BRPL",110
4599,"शिकायत का विवरण दें BRPL",110
4600,"शिकायत की प्रगति बताएं BRPL",110
4601,"शिकायत की जांच करें BRPL",110
4602,"शिकायत की स्थिति चेक करें BRPL",110
4603,"शिकायत स्टेटस पता करें BRPL",110
4604,"मेरी स्ट्रीट लाइट से संबंधित शिकायत जो अभी तक मेरे बिल में टैग नहीं हुई है, उसकी स्थिति बताएं BRPL",110
4605,"मैं अपनी दर्ज की हुई शिकायत की स्थिति जानना चाहता हूँ BRPL",110
4608,"शिकायत की स्थिति बताएं BRPL",110
4609,"शिकायत की स्थिति चाहिए BRPL",110
4611,"क्या आप मुझे शिकायत की स्थिति के बारे में बता सकते हैं BRPL",110
4612,"मेरी स्ट्रीट लाइट शिकायत की स्थिति बताएं BRPL",110
4615,"क्या मेरी शिकायत पर काम हुआ है BRPL",110
4616,"मेरी शिकायत की स्थिति BRPL",110
4619,"बिल से संबंधित शिकायत की स्थिति जाननी है BRPL",110
4620,"मैं अपनी शिकायत की स्थिति कैसे देख सकता हूँ BRPL",110
4621,"मैं अपनी शिकायत की स्थिति कैसे जानूँ BRPL",110
4622,"मैं अपनी शिकायत की स्थिति कैसे प्राप्त कर सकता हूँ BRPL",110
4623,"शिकायत विवरण प्राप्त करें BRPL",110
4624,"क्या आपने मेरी शिकायत प्राप्त की है BRPL",110
4625,"मेरी शिकायत का क्या हुआ BRPL",110
4626,"क्या आप मुझे मेरी शिकायत की स्थिति बता सकते हैं BRPL",110
4627,"मैं अपनी शिकायत की स्थिति जानना चाहता हूँ BRPL",110
4628,"तारों में खराबी की शिकायत की स्थिति BRPL",110
4629,"मेरी शिकायत की स्थिति क्या है BRPL",110
4630,"शिकायत की स्थिति BRPL",110
4631,"मेरी बिजली न आने की शिकायत की स्थिति कैसे देखूँ BRPL",110
4632,"क्या मैं अपनी बिल शिकायत की स्थिति जान सकता हूँ BRPL",110
4633,"शिकायत का विवरण प्राप्त करें BRPL",110
4634,"क्या मेरी शिकायत प्राप्त हुई है BRPL",110
4681,"Register Complaint BRPL",112
4683,"register Complaint BRPL",112
4685,"REGISTER COMPLAINT BRPL",112
4686,"File complaint BRPL",112
4687,"Lodge complaint BRPL",112
4688,"Raise complaint BRPL",112
4689,"Make complaint BRPL",112
4690,"Submit complaint BRPL",112
4691,"Report an issue BRPL",112
4692,"File an issue BRPL",112
4693,"Lodge an issue BRPL",112
4694,"Report a problem BRPL",112
4695,"Report a complaint BRPL",112
4696,"Raise an issue BRPL",112
4697,"File a grievance BRPL",112
4698,"Register an issue BRPL",112
4699,"Lodge a grievance BRPL",112
4700,"Submit grievance BRPL",112
4701,"Register complain as we have received the high bill from past two months BRPL",112
4702,"how to book a complaint BRPL",112
4703,"I do not have electricity at my house BRPL",112
4704,"I have complaint BRPL",112
4705,"I don't have power at my place BRPL",112
4707,"register_complaint BRPL",112
4708,"how to register complaint BRPL",112
4709,"Kindly register a complaint to repair or change the meter BRPL",112
4710,"i want to raise a complaint BRPL",112
4712,"i need to raise a complaint BRPL",112
4713,"My voltage is very low BRPL",112
4714,"electricity theft complaint BRPL",112
4716,"My voltage is low BRPL",112
4717,"There is a fire in the house due to short circuit BRPL",112
4718,"I want to lodge complaint BRPL",112
4719,"File a complaint BRPL",112
4720,"Fire in the house BRPL",112
4721,"How do I register the complaint BRPL",112
4722,"Bijli nahi hai BRPL",112
4723,"Current on the Pole BRPL",112
4724,"how do i register a complaint BRPL",112
4725,"register_web_complaint BRPL",112
4726,"Aag lagi hai BRPL",112
4728,"register my complaint BRPL",112
4729,"Facing voltage issues BRPL",112
4730,"i want to make a complaint BRPL",112
4731,"I want to register a complaint BRPL",112
4732,"Register complain about no supply our street houses BRPL",112
4733,"I want to register complain BRPL",112
4734,"How can I register a complaint BRPL",112
4735,"Bijli naa aaye BRPL",112
4736,"can i raise a complaint BRPL",112
4737,"register complaint BRPL",112
4738,"What is the process to register a complaint BRPL",112
4739,"Meter jal chuka hai BRPL",112
4740,"where to raise a complaint BRPL",112
4741,"register-complaint BRPL",112
4742,"How to register a complaint BRPL",112
4743,"I have voltage issues BRPL",112
4744,"I have a complain to register BRPL",112
4745,"Register complaint BRPL",112
4746,"How to register complaint online BRPL",112
4747,"Need to register a complaint BRPL",112
4748,"i have urgent complain to register BRPL",112
4749,"I want to cancel my complaint BRPL",112
4750,"Commercial meter complaint BRPL",112
4751,"Meter totally burnt BRPL",112
4752,"complaint BRPL",112
4753,"No current complaint BRPL",112
4754,"how can i do complaint for my meter checking BRPL",112
4830,"शिकायत दर्ज BRPL",114
4831,"शिकायत करें BRPL",114
4832,"शिकायत दर्ज करिए BRPL",114
4833,"शिकायत कीजिए BRPL",114
4834,"शिकायत लिखिए BRPL",114
4835,"शिकायत भेजिए BRPL",114
4836,"समस्या दर्ज करें BRPL",114
4837,"समस्या बताएं BRPL",114
4838,"समस्या लिखिए BRPL",114
4839,"शिकायत प्रस्तुत करें BRPL",114
4840,"शिकायत भेज दीजिए BRPL",114
4841,"समस्या की रिपोर्ट करें BRPL",114
4842,"शिकायत की सूचना दें BRPL",114
4843,"शिकायत डालें BRPL",114
4844,"समस्या दर्ज करिए BRPL",114
4845,"शिकायत दर्ज करवाएं BRPL",114
4846,"समस्या कीजिए BRPL",114
4847,"समस्या भेजें BRPL",114
4848,"शिकायत रिपोर्ट करें BRPL",114
4849,"पिछले दो महीनों से हमें अधिक बिल मिल रहा है, कृपया शिकायत दर्ज करें BRPL",114
4850,"शिकायत कैसे दर्ज करें BRPL",114
4851,"मेरे घर पर बिजली नहीं है BRPL",114
4852,"मेरी शिकायत है BRPL",114
4853,"मेरे स्थान पर बिजली नहीं है BRPL",114
4856,"कृपया मीटर की मरम्मत या बदलाव के लिए शिकायत दर्ज करें BRPL",114
4859,"मुझे शिकायत दर्ज करनी है BRPL",114
4860,"मेरे यहाँ वोल्टेज बहुत कम है BRPL",114
4861,"बिजली चोरी की शिकायत BRPL",114
4863,"मेरे यहाँ वोल्टेज कम है BRPL",114
4864,"शॉर्ट सर्किट के कारण घर में आग लगी है BRPL",114
4865,"मैं शिकायत दर्ज कराना चाहता हूँ BRPL",114
4867,"घर में आग लगी है BRPL",114
4868,"मैं शिकायत कैसे दर्ज करूँ BRPL",114
4869,"बिजली नहीं है BRPL",114
4870,"पोल पर करंट आ रहा है BRPL",114
4873,"आग लगी है BRPL",114
4876,"वोल्टेज की समस्या है BRPL",114
4877,"मैं शिकायत करना चाहता हूँ BRPL",114
4879,"हमारे गली के घरों में बिजली नहीं है, शिकायत दर्ज करें BRPL",114
4880,"मैं शिकायत दर्ज करना चाहता हूँ BRPL",114
4881,"मैं शिकायत कैसे दर्ज कर सकता हूँ BRPL",114
4882,"बिजली नहीं आ रही है BRPL",114
4883,"क्या मैं शिकायत दर्ज कर सकता हूँ BRPL",114
4885,"शिकायत दर्ज करने की प्रक्रिया क्या है BRPL",114
4886,"मीटर जल गया है BRPL",114
4887,"शिकायत कहाँ दर्ज करें BRPL",114
4889,"मेरे यहाँ वोल्टेज की समस्या है BRPL",114
4890,"मेरी शिकायत दर्ज करें BRPL",114
4891,"शिकायत दर्ज करें BRPL",114
4892,"शिकायत ऑनलाइन कैसे दर्ज करें BRPL",114
4893,"शिकायत दर्ज करनी है BRPL",114
4894,"मुझे तत्काल शिकायत दर्ज करनी है BRPL",114
4895,"मैं अपनी शिकायत रद्द करना चाहता हूँ BRPL",114
4896,"कमर्शियल मीटर शिकायत BRPL",114
4897,"मीटर पूरी तरह से जल गया है BRPL",114
4898,"शिकायत BRPL",114
4899,"बिजली नहीं आने की शिकायत BRPL",114
4900,"मीटर चेकिंग के लिए शिकायत कैसे करूँ BRPL",114
4973,"No Current Complaint BRPL",116
4974,"No current Complaint BRPL",116
4975,"No Current complaint BRPL",116
4976,"no current complaint BRPL",116
4977,"NO CURRENT COMPLAINT BRPL",116
4978,"No complaint at present BRPL",116
4979,"No complaint right now BRPL",116
4980,"There is no complaint BRPL",116
4981,"No complaints currently BRPL",116
4982,"We have no current complaints BRPL",116
4983,"Not having any complaint BRPL",116
4984,"No active complaint BRPL",116
4985,"Complaint status: None BRPL",116
4999,"कोई वर्तमान शिकायत नहीं BRPL",118
5000,"कोई शिकायत नहीं है BRPL",118
5001,"वर्तमान में कोई शिकायत नहीं है BRPL",118
5002,"फिलहाल कोई शिकायत नहीं है BRPL",118
5003,"कोई मौजूदा शिकायत नहीं है BRPL",118
5004,"इस समय कोई शिकायत नहीं है BRPL",118
