"id","story_id","intent","action"
578,138,NULL,"action_no_current_complaint_hindi"
579,138,"register_complaint_yes_hindi_yamuna",NULL
580,138,NULL,"action_no_current_complaint_register_hindi"
581,139,"register_complaint_english_yamuna",NULL
582,139,NULL,"action_register_complaint_english"
583,139,"no_current_complaint_english_yamuna",NULL
584,139,NULL,"action_no_current_complaint_english"
585,139,"register_complaint_no_yamuna",NULL
586,139,NULL,"action_do_not_register_no_current_complaint_register_english"
587,140,"register_complaint_hindi_yamuna",NULL
588,140,NULL,"action_register_complaint_hindi"
589,140,"no_current_complaint_hindi_yamuna",NULL
590,140,NULL,"action_no_current_complaint_hindi"
591,140,"register_complaint_no_hindi_yamuna",NULL
592,140,NULL,"action_do_not_register_no_current_complaint_register_hindi"
593,141,"register_complaint_english_rajdhani",NULL
594,141,NULL,"action_register_complaint_english"
595,141,"fire_complaint_english_rajdhani",NULL
596,141,NULL,"action_fire_complaint_register_english"
597,142,"register_complaint_english_yamuna",NULL
598,142,NULL,"action_register_complaint_english"
599,142,"fire_complaint_english_yamuna",NULL
600,142,NULL,"action_fire_complaint_register_english"
601,143,"register_complaint_hindi_rajdhani",NULL
602,143,NULL,"action_register_complaint_hindi"
603,143,"fire_complaint_hindi_rajdhani",NULL
604,143,NULL,"action_fire_complaint_register_hindi"
605,144,"register_complaint_hindi_yamuna",NULL
606,144,NULL,"action_register_complaint_hindi"
607,144,"fire_complaint_hindi_yamuna",NULL
608,144,NULL,"action_fire_complaint_register_hindi"
609,145,"register_complaint_english_rajdhani",NULL
610,145,NULL,"action_register_complaint_english"
611,145,"current_leakage_complaint_english_rajdhani",NULL
612,145,NULL,"action_current_leakage_complaint_register_english"
613,146,"register_complaint_english_yamuna",NULL
614,146,NULL,"action_register_complaint_english"
615,146,"current_leakage_complaint_english_yamuna",NULL
616,146,NULL,"action_current_leakage_complaint_register_english"
617,147,"register_complaint_hindi_rajdhani",NULL
618,147,NULL,"action_register_complaint_hindi"
619,147,"current_leakage_complaint_hindi_rajdhani",NULL
620,147,NULL,"action_current_leakage_complaint_register_hindi"
621,148,"register_complaint_hindi_yamuna",NULL
622,148,NULL,"action_register_complaint_hindi"
623,148,"current_leakage_complaint_hindi_yamuna",NULL
624,148,NULL,"action_current_leakage_complaint_register_hindi"
625,149,"register_complaint_english_rajdhani",NULL
626,149,NULL,"action_register_complaint_english"
627,149,"low_voltage_complaint_english_rajdhani",NULL
628,149,NULL,"action_low_voltage_complaint_register_english"
629,150,"register_complaint_english_yamuna",NULL
630,150,NULL,"action_register_complaint_english"
631,150,"low_voltage_complaint_english_yamuna",NULL
632,150,NULL,"action_low_voltage_complaint_register_english"
633,151,"register_complaint_hindi_rajdhani",NULL
634,151,NULL,"action_register_complaint_hindi"
635,151,"low_voltage_complaint_hindi_rajdhani",NULL
636,151,NULL,"action_low_voltage_complaint_register_hindi"
637,152,"register_complaint_hindi_yamuna",NULL
638,152,NULL,"action_register_complaint_hindi"
639,152,"low_voltage_complaint_hindi_yamuna",NULL
640,152,NULL,"action_low_voltage_complaint_register_hindi"
641,153,"register_complaint_english_rajdhani",NULL
642,153,NULL,"action_register_complaint_english"
643,153,"voltage_fluctuation_complaint_english_rajdhani",NULL
644,153,NULL,"action_voltage_fluctuation_complaint_register_english"
645,154,"register_complaint_english_yamuna",NULL
646,154,NULL,"action_register_complaint_english"
647,154,"voltage_fluctuation_complaint_english_yamuna",NULL
648,154,NULL,"action_voltage_fluctuation_complaint_register_english"
649,155,"register_complaint_hindi_rajdhani",NULL
650,155,NULL,"action_register_complaint_hindi"
651,155,"voltage_fluctuation_complaint_hindi_rajdhani",NULL
652,155,NULL,"action_voltage_fluctuation_complaint_register_hindi"
653,156,"register_complaint_hindi_yamuna",NULL
654,156,NULL,"action_register_complaint_hindi"
655,156,"voltage_fluctuation_complaint_hindi_yamuna",NULL
656,156,NULL,"action_voltage_fluctuation_complaint_register_hindi"
657,157,"duplicate_bill_rajdhani",NULL
658,157,NULL,"action_duplicate_bill_english"
659,158,"duplicate_bill_yamuna",NULL
660,158,NULL,"action_duplicate_bill_english"
661,159,"duplicate_bill_rajdhani_hindi",NULL
662,159,NULL,"action_duplicate_bill_hindi"
663,160,"duplicate_bill_yamuna_hindi",NULL
664,160,NULL,"action_duplicate_bill_hindi"
